old-url,new-url,status
/2024/03/24/docker/,/posts/docker/,changed
/2024/03/28/git-commands/,/posts/git-commands/,changed
/2024/03/26/github-page/,/posts/github-page/,changed
/2026/03/27/jiajing-emperor/,/posts/jiajing-emperor/,changed
/2024/10/15/my-university/,/posts/my-university/,changed
/2024/03/25/some-thing-new/,/posts/some-thing-new/,changed
/2024/04/24/teamspeak_tutorial/,/posts/teamspeak_tutorial/,changed
/2026/06/19/旅游感想/,/posts/旅游感想/,changed
